date,ticker,sentiment_score,message_volume,group,retail_sentiment,news_sentiment
2021-05-16,MSFT,-1.0,1,High-Growth Tech,-1.0,0
2021-05-16,TSLA,-1.0,1,High-Growth Tech,-1.0,0
2021-05-17,MSFT,-1.0,1,High-Growth Tech,-1.0,0
2021-05-17,TSLA,0.0,1,High-Growth Tech,0.0,0
2021-05-18,AAPL,0.0,1,High-Growth Tech,0.0,0
2021-05-18,AMZN,0.0,1,High-Growth Tech,0.0,0
2021-05-18,MSFT,0.0,1,High-Growth Tech,0.0,0
2021-05-18,NVDA,0.0,1,High-Growth Tech,0.0,0
2021-05-18,TSLA,0.0,4,High-Growth Tech,0.0,0
2021-05-18,XOM,1.0,1,Traditional Value,1.0,0
2021-05-19,AMZN,0.0,1,High-Growth Tech,0.0,0
2021-05-20,AAPL,0.0,1,High-Growth Tech,0.0,0
2021-05-20,TSLA,0.0,3,High-Growth Tech,0.0,0
2021-05-21,AAPL,0.0,2,High-Growth Tech,0.0,0
2021-05-21,AMZN,0.0,1,High-Growth Tech,0.0,0
2021-05-21,JPM,0.0,1,Traditional Value,0.0,0
2021-05-21,MSFT,0.0,2,High-Growth Tech,0.0,0
2021-05-21,TSLA,-0.3333333333333333,3,High-Growth Tech,-0.3333333333333333,0
2021-05-22,NVDA,0.3333333333333333,3,High-Growth Tech,0.3333333333333333,0
2021-05-22,TSLA,0.3333333333333333,3,High-Growth Tech,0.3333333333333333,0
2021-05-24,AMZN,0.0,1,High-Growth Tech,0.0,0
2021-05-24,TSLA,-0.3333333333333333,3,High-Growth Tech,-0.3333333333333333,0
2021-05-25,AAPL,0.0,3,High-Growth Tech,0.0,0
2021-05-25,AMZN,0.0,2,High-Growth Tech,0.0,0
2021-05-25,MSFT,0.0,1,High-Growth Tech,0.0,0
2021-05-25,TSLA,-0.5,2,High-Growth Tech,-0.5,0
2021-05-26,AMZN,0.0,1,High-Growth Tech,0.0,0
2021-05-26,MSFT,1.0,1,High-Growth Tech,1.0,0
2021-05-26,NVDA,0.0,1,High-Growth Tech,0.0,0
2021-05-26,TSLA,0.0,3,High-Growth Tech,0.0,0
2021-05-27,AMZN,0.0,5,High-Growth Tech,0.0,0
2021-05-27,TSLA,0.0,5,High-Growth Tech,0.0,0
2021-05-28,AMZN,-0.5,2,High-Growth Tech,-0.5,0
2021-05-28,JPM,0.0,1,Traditional Value,0.0,0
2021-05-28,TSLA,0.14285714285714285,7,High-Growth Tech,0.14285714285714285,0
2021-05-28,XOM,-1.0,1,Traditional Value,-1.0,0
2021-05-29,AMZN,0.0,2,High-Growth Tech,0.0,0
2021-05-29,JPM,0.0,1,Traditional Value,0.0,0
2021-05-29,TSLA,0.0,1,High-Growth Tech,0.0,0
2021-05-30,AMZN,0.0,1,High-Growth Tech,0.0,0
2021-05-30,TSLA,0.0,1,High-Growth Tech,0.0,0
2021-05-31,AMZN,0.0,3,High-Growth Tech,0.0,0
2021-05-31,NVDA,0.0,1,High-Growth Tech,0.0,0
2021-05-31,TSLA,-0.3333333333333333,3,High-Growth Tech,-0.3333333333333333,0
2021-06-01,AAPL,0.0,1,High-Growth Tech,0.0,0
2021-06-01,TSLA,0.3333333333333333,3,High-Growth Tech,0.3333333333333333,0
2021-06-10,AMZN,1.0,2,High-Growth Tech,1.0,0
2021-06-10,JPM,0.0,2,Traditional Value,0.0,0
2021-06-10,NVDA,0.0,1,High-Growth Tech,0.0,0
2021-06-10,TSLA,0.25,4,High-Growth Tech,0.25,0
2021-06-11,AAPL,0.0,4,High-Growth Tech,0.0,0
2021-06-11,AMZN,0.3,10,High-Growth Tech,0.3,0
2021-06-11,JPM,0.0,2,Traditional Value,0.0,0
2021-06-11,MSFT,0.0,1,High-Growth Tech,0.0,0
2021-06-11,NVDA,0.0,1,High-Growth Tech,0.0,0
2021-06-11,TSLA,-0.25,4,High-Growth Tech,-0.25,0
2021-06-11,XOM,-1.0,1,Traditional Value,-1.0,0
2021-06-12,AAPL,-0.3333333333333333,3,High-Growth Tech,-0.3333333333333333,0
2021-06-12,AMZN,0.0,4,High-Growth Tech,0.0,0
2021-06-12,MSFT,0.0,2,High-Growth Tech,0.0,0
2021-06-12,TSLA,0.0,3,High-Growth Tech,0.0,0
2021-06-13,JPM,0.0,1,Traditional Value,0.0,0
2021-06-15,AAPL,0.3333333333333333,3,High-Growth Tech,0.3333333333333333,0
2021-06-15,AMZN,0.0,2,High-Growth Tech,0.0,0
2021-06-15,MSFT,0.0,1,High-Growth Tech,0.0,0
2021-06-16,AAPL,1.0,1,High-Growth Tech,1.0,0
2021-06-16,AMZN,0.4,5,High-Growth Tech,0.4,0
2021-06-16,JPM,0.0,1,Traditional Value,0.0,0
2021-06-16,MSFT,-1.0,1,High-Growth Tech,-1.0,0
2021-06-16,TSLA,-0.2,5,High-Growth Tech,-0.2,0
2021-06-16,XOM,0.0,1,Traditional Value,0.0,0
2021-06-17,AAPL,-0.5,2,High-Growth Tech,-0.5,0
2021-06-17,AMZN,0.3333333333333333,3,High-Growth Tech,0.3333333333333333,0
2021-06-17,TSLA,0.0,10,High-Growth Tech,0.0,0
2021-06-18,AMZN,-0.14285714285714285,7,High-Growth Tech,-0.14285714285714285,0
2021-06-18,MSFT,0.0,1,High-Growth Tech,0.0,0
2021-06-18,NVDA,0.0,2,High-Growth Tech,0.0,0
2021-06-18,TSLA,0.25,4,High-Growth Tech,0.25,0
2021-06-18,XOM,0.0,1,Traditional Value,0.0,0
2021-06-19,AAPL,-0.6666666666666666,3,High-Growth Tech,-0.6666666666666666,0
2021-06-19,AMZN,-0.3333333333333333,3,High-Growth Tech,-0.3333333333333333,0
2021-06-19,JPM,1.0,1,Traditional Value,1.0,0
2021-06-19,NVDA,0.3333333333333333,3,High-Growth Tech,0.3333333333333333,0
2021-06-19,TSLA,0.0,4,High-Growth Tech,0.0,0
2021-06-20,AAPL,0.0,1,High-Growth Tech,0.0,0
2021-06-20,AMZN,0.0,1,High-Growth Tech,0.0,0
2021-06-20,NVDA,0.0,4,High-Growth Tech,0.0,0
2021-06-21,AAPL,-1.0,1,High-Growth Tech,-1.0,0
2021-06-21,AMZN,1.0,1,High-Growth Tech,1.0,0
2021-06-21,TSLA,0.0,4,High-Growth Tech,0.0,0
2021-06-21,XOM,1.0,1,Traditional Value,1.0,0
2021-06-22,AAPL,0.25,4,High-Growth Tech,0.25,0
2021-06-22,AMZN,0.0,6,High-Growth Tech,0.0,0
2021-06-22,JPM,0.0,2,Traditional Value,0.0,0
2021-06-22,MSFT,0.0,1,High-Growth Tech,0.0,0
2021-06-22,XOM,-1.0,1,Traditional Value,-1.0,0
2021-06-23,AAPL,0.0,1,High-Growth Tech,0.0,0
2021-06-23,AMZN,0.0,3,High-Growth Tech,0.0,0
2021-06-23,MSFT,0.0,1,High-Growth Tech,0.0,0
2021-06-23,NVDA,0.2,5,High-Growth Tech,0.2,0
2021-06-23,TSLA,0.3333333333333333,3,High-Growth Tech,0.3333333333333333,0
2021-06-23,XOM,0.0,1,Traditional Value,0.0,0
2021-06-24,AAPL,0.3333333333333333,3,High-Growth Tech,0.3333333333333333,0
2021-06-24,AMZN,0.0,2,High-Growth Tech,0.0,0
2021-06-24,TSLA,-0.18181818181818182,11,High-Growth Tech,-0.18181818181818182,0
2021-06-24,XOM,0.0,1,Traditional Value,0.0,0
2021-06-25,AMZN,-0.5,2,High-Growth Tech,-0.5,0
2021-06-25,JPM,0.0,1,Traditional Value,0.0,0
2021-06-25,NVDA,0.0,2,High-Growth Tech,0.0,0
2021-06-25,TSLA,0.0,13,High-Growth Tech,0.0,0
2021-06-26,AMZN,0.0,2,High-Growth Tech,0.0,0
2021-06-26,NVDA,1.0,1,High-Growth Tech,1.0,0
2021-06-26,TSLA,0.0,8,High-Growth Tech,0.0,0
2021-06-29,AAPL,0.0,4,High-Growth Tech,0.0,0
2021-06-29,AMZN,0.0,5,High-Growth Tech,0.0,0
2021-06-29,MSFT,0.0,1,High-Growth Tech,0.0,0
2021-06-29,NVDA,0.0,4,High-Growth Tech,0.0,0
2021-06-29,TSLA,0.0,2,High-Growth Tech,0.0,0
2021-06-30,MSFT,0.0,1,High-Growth Tech,0.0,0
2021-06-30,TSLA,0.3333333333333333,3,High-Growth Tech,0.3333333333333333,0
2021-07-01,AMZN,0.0,3,High-Growth Tech,0.0,0
2021-07-01,JPM,1.0,1,Traditional Value,1.0,0
2021-07-01,MSFT,0.0,1,High-Growth Tech,0.0,0
2021-07-01,NVDA,0.0,1,High-Growth Tech,0.0,0
2021-07-01,TSLA,0.2222222222222222,9,High-Growth Tech,0.2222222222222222,0
2021-07-02,MSFT,0.0,1,High-Growth Tech,0.0,0
2021-07-02,TSLA,0.4,5,High-Growth Tech,0.4,0
2021-07-03,AMZN,-0.3333333333333333,3,High-Growth Tech,-0.3333333333333333,0
2021-07-03,MSFT,0.5,2,High-Growth Tech,0.5,0
2021-07-03,TSLA,0.6666666666666666,3,High-Growth Tech,0.6666666666666666,0
2021-07-04,MSFT,0.5,2,High-Growth Tech,0.5,0
2021-07-04,TSLA,0.0,1,High-Growth Tech,0.0,0
2021-07-05,AAPL,0.0,3,High-Growth Tech,0.0,0
2021-07-05,AMZN,0.0,2,High-Growth Tech,0.0,0
2021-07-06,AAPL,0.0,2,High-Growth Tech,0.0,0
2021-07-06,AMZN,0.0,5,High-Growth Tech,0.0,0
2021-07-06,MSFT,0.0,2,High-Growth Tech,0.0,0
2021-07-06,NVDA,0.0,2,High-Growth Tech,0.0,0
2021-07-06,TSLA,0.3333333333333333,3,High-Growth Tech,0.3333333333333333,0
2021-07-06,XOM,1.0,1,Traditional Value,1.0,0
2021-07-07,AMZN,0.0,3,High-Growth Tech,0.0,0
2021-07-08,AAPL,-0.5,2,High-Growth Tech,-0.5,0
2021-07-08,AMZN,0.0,2,High-Growth Tech,0.0,0
2021-07-08,MSFT,0.0,1,High-Growth Tech,0.0,0
2021-07-08,TSLA,0.5,2,High-Growth Tech,0.5,0
2021-07-09,AAPL,0.0,2,High-Growth Tech,0.0,0
2021-07-09,NVDA,0.5,2,High-Growth Tech,0.5,0
2021-07-09,TSLA,0.0,6,High-Growth Tech,0.0,0
2021-07-10,AAPL,-0.2,5,High-Growth Tech,-0.2,0
2021-07-10,AMZN,0.0,1,High-Growth Tech,0.0,0
2021-07-10,NVDA,0.0,1,High-Growth Tech,0.0,0
2021-07-10,TSLA,0.5,2,High-Growth Tech,0.5,0
2021-07-11,AAPL,0.0,1,High-Growth Tech,0.0,0
2021-07-11,AMZN,0.0,1,High-Growth Tech,0.0,0
2021-07-11,JPM,0.0,1,Traditional Value,0.0,0
2021-07-11,MSFT,0.0,1,High-Growth Tech,0.0,0
2021-07-11,TSLA,0.0,1,High-Growth Tech,0.0,0
2021-07-12,AAPL,0.0,1,High-Growth Tech,0.0,0
2021-07-12,AMZN,0.0,2,High-Growth Tech,0.0,0
2021-07-12,JPM,0.5,2,Traditional Value,0.5,0
2021-07-12,MSFT,-1.0,1,High-Growth Tech,-1.0,0
2021-07-12,TSLA,0.0,1,High-Growth Tech,0.0,0
2021-07-13,AAPL,0.0,3,High-Growth Tech,0.0,0
2021-07-13,AMZN,0.0,1,High-Growth Tech,0.0,0
2021-07-13,JPM,1.0,1,Traditional Value,1.0,0
2021-07-13,MSFT,0.0,1,High-Growth Tech,0.0,0
2021-07-13,NVDA,0.3333333333333333,3,High-Growth Tech,0.3333333333333333,0
2021-07-13,TSLA,0.0,1,High-Growth Tech,0.0,0
2021-07-14,AAPL,0.3333333333333333,3,High-Growth Tech,0.3333333333333333,0
2021-07-14,AMZN,-0.5,2,High-Growth Tech,-0.5,0
2021-07-14,TSLA,0.0,2,High-Growth Tech,0.0,0
2021-07-15,AAPL,-0.1,10,High-Growth Tech,-0.1,0
2021-07-15,AMZN,0.0,1,High-Growth Tech,0.0,0
2021-07-15,MSFT,0.0,1,High-Growth Tech,0.0,0
2021-07-15,TSLA,0.2,5,High-Growth Tech,0.2,0
2021-07-15,XOM,0.0,1,Traditional Value,0.0,0
2021-07-16,AAPL,0.0,1,High-Growth Tech,0.0,0
2021-07-16,AMZN,-0.25,4,High-Growth Tech,-0.25,0
2021-07-16,NVDA,0.0,2,High-Growth Tech,0.0,0
2021-07-16,TSLA,0.0,2,High-Growth Tech,0.0,0
2021-07-17,AAPL,0.0,3,High-Growth Tech,0.0,0
2021-07-17,AMZN,-1.0,1,High-Growth Tech,-1.0,0
2021-07-17,MSFT,0.0,1,High-Growth Tech,0.0,0
2021-07-17,NVDA,0.0,1,High-Growth Tech,0.0,0
2021-07-18,AMZN,-0.5,2,High-Growth Tech,-0.5,0
2021-07-18,NVDA,0.0,1,High-Growth Tech,0.0,0
2021-07-19,AAPL,0.0,1,High-Growth Tech,0.0,0
2021-07-19,TSLA,0.0,1,High-Growth Tech,0.0,0
2021-07-20,AMZN,0.5,2,High-Growth Tech,0.5,0
2021-07-20,NVDA,0.0,2,High-Growth Tech,0.0,0
2021-07-20,TSLA,-1.0,1,High-Growth Tech,-1.0,0
2021-08-02,TSLA,0.0,2,High-Growth Tech,0.0,0
2021-08-03,AMZN,0.0,2,High-Growth Tech,0.0,0
2021-08-03,TSLA,-0.3333333333333333,3,High-Growth Tech,-0.3333333333333333,0
2021-08-04,AAPL,-0.5,2,High-Growth Tech,-0.5,0
2021-08-04,AMZN,1.0,1,High-Growth Tech,1.0,0
2021-08-04,JPM,0.0,1,Traditional Value,0.0,0
2021-08-04,NVDA,0.0,2,High-Growth Tech,0.0,0
2021-08-04,TSLA,1.0,2,High-Growth Tech,1.0,0
2021-08-05,AAPL,0.0,1,High-Growth Tech,0.0,0
2021-08-05,AMZN,0.0,1,High-Growth Tech,0.0,0
2021-08-05,MSFT,0.0,1,High-Growth Tech,0.0,0
2021-08-05,NVDA,1.0,1,High-Growth Tech,1.0,0
2021-08-05,TSLA,0.3333333333333333,3,High-Growth Tech,0.3333333333333333,0
2021-08-06,AAPL,-0.5,2,High-Growth Tech,-0.5,0
2021-08-06,AMZN,0.0,3,High-Growth Tech,0.0,0
2021-08-06,MSFT,0.0,1,High-Growth Tech,0.0,0
2021-08-06,TSLA,-0.25,4,High-Growth Tech,-0.25,0
2021-08-07,AMZN,0.0,1,High-Growth Tech,0.0,0
2021-08-08,AMZN,-0.5,2,High-Growth Tech,-0.5,0
2021-08-08,JPM,0.0,1,Traditional Value,0.0,0
2021-08-08,MSFT,1.0,1,High-Growth Tech,1.0,0
2021-08-09,AAPL,-1.0,1,High-Growth Tech,-1.0,0
2021-08-09,MSFT,0.0,1,High-Growth Tech,0.0,0
2021-08-09,TSLA,0.0,2,High-Growth Tech,0.0,0
2021-08-09,XOM,0.0,1,Traditional Value,0.0,0
2021-08-10,AAPL,0.0,1,High-Growth Tech,0.0,0
2021-08-10,TSLA,-0.3333333333333333,3,High-Growth Tech,-0.3333333333333333,0
2021-08-11,AAPL,0.0,2,High-Growth Tech,0.0,0
2021-08-11,AMZN,-1.0,1,High-Growth Tech,-1.0,0
2021-08-11,TSLA,-0.25,4,High-Growth Tech,-0.25,0
2021-08-11,XOM,0.0,1,Traditional Value,0.0,0
2021-08-12,AAPL,0.0,2,High-Growth Tech,0.0,0
2021-08-12,AMZN,0.0,1,High-Growth Tech,0.0,0
2021-08-12,MSFT,-1.0,1,High-Growth Tech,-1.0,0
2021-08-12,TSLA,0.0,1,High-Growth Tech,0.0,0
2021-08-13,AAPL,-1.0,1,High-Growth Tech,-1.0,0
2021-08-13,AMZN,-1.0,3,High-Growth Tech,-1.0,0
2021-08-13,MSFT,-0.5,2,High-Growth Tech,-0.5,0
2021-08-13,TSLA,0.0,1,High-Growth Tech,0.0,0
2021-08-14,AAPL,0.0,1,High-Growth Tech,0.0,0
2021-08-15,AMZN,0.0,3,High-Growth Tech,0.0,0
2021-08-16,TSLA,0.0,1,High-Growth Tech,0.0,0
